customer_id,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,latitude,longitude,age,hour_sin,hour_cos,years_education,years_since_first_transaction,lifetime_spend_techonology,has_loyalty_card,customer_gender
21557,-0.3333333333333333,-0.5,0.0,-0.3333333333333333,-0.3774681349728706,-0.7271523178807947,-0.7616875712656784,0.737934613388687,-0.34916201117318435,-0.4007155635062612,-0.7420537897310513,-0.2752,0.00510204081632653,0.1116207536123292,-0.1896000807385049,0.0014473972126089263,-0.12525158693296176,-0.6286262797369309,-0.22474487139158936,-0.3,0.7777777777777778,1.0630062569724015,0.0,0.0
6247,-0.3333333333333333,-0.5,0.0,0.6666666666666666,2.022185122162648,-0.4913907284768212,0.20524515393386544,-0.5241307732226258,-0.28631284916201116,-0.8014311270125224,1.4731051344743276,-0.3456,0.4744897959183674,-0.39585740082184007,-0.6113596574954684,0.2329267479992922,0.8143675491562158,0.5857864376269047,0.6339745962155614,0.2,0.8888888888888888,-0.29538730174128147,1.0,1.0
4864,0.6666666666666666,0.5,1.0,1.3333333333333333,-0.3668732141137188,0.08211920529801324,-0.3671607753705815,0.06850025947067981,0.4245810055865922,0.394752534287418,0.29706601466992666,-0.912,0.5714285714285714,0.19103961957630222,0.5915587436784001,0.823396429164373,-0.8237343241987922,0.0,-0.3660254037844386,0.2,-1.0,0.01115584226609109,1.0,1.0
13147,0.0,-0.5,-1.0,0.0,1.3551224837062958,-0.6,-1.3432155074116305,-0.49091852620653864,-0.9581005586592178,0.09302325581395349,0.1430317848410758,-0.304,-1.066326530612245,2.8819386001205496,-0.732534323624566,0.8364358593567701,0.8613562470970735,-0.4288254347276718,-0.36602540378443876,0.0,-0.1111111111111111,-0.15453266721637485,0.0,0.0
13720,-0.3333333333333333,-0.5,0.0,0.0,-0.6657784056249398,0.5271523178807948,-0.5176738882554162,-0.08718214841722885,-0.040502793296089384,-0.3124627310673822,1.2493887530562346,-1.0336,-0.09183673469387756,2.0065312044336143,0.6206462609973565,0.9524073656874685,0.08824895494658616,-0.4288254347276718,-0.36602540378443876,0.7,0.4444444444444444,0.9788038996944269,0.0,1.0
9985,-0.3333333333333333,0.5,-1.0,0.3333333333333333,-0.3071242816322599,0.7894039735099337,-0.13683010262257697,2.3736377789309806,-0.24162011173184358,-0.44364937388193204,-0.5550122249388753,0.688,0.23469387755102042,-0.06455675193077721,-0.39537577485582864,0.34937230233529437,0.6925994736027247,0.5030262178504649,0.2928932188134526,0.0,-0.4444444444444444,-0.3112965028859679,1.0,0.0
33046,0.0,-0.5,-1.0,0.0,-0.29386457764792756,0.8185430463576159,-0.9486887115165337,-1.0192008303061755,-0.37011173184357543,0.9803220035778175,0.08801955990220049,-0.8256,-0.3826530612244898,2.027574697014015,0.363348417396626,-0.6546637039912686,0.12207772100944414,0.5030262178504649,0.2928932188134526,-0.3,-0.4444444444444444,1.090071300383179,0.0,1.0
29437,0.0,-0.5,0.0,-0.3333333333333333,-0.06748643529071821,-0.17218543046357615,0.20524515393386544,0.27192527244421383,-0.22346368715083798,0.49731663685152055,-0.5171149144254279,0.4192,-0.03571428571428571,0.21482398023051688,-0.8190872696278395,0.08391190834310505,-0.733782319244465,-1.0146118723545767,0.6339745962155614,-0.3,-0.4444444444444444,1.5767570451569093,0.0,0.0
15793,0.0,-0.5,0.0,0.0,-0.1008122772658683,0.28741721854304636,-0.26225769669327254,-0.6715101193565127,0.05446927374301676,-1.3035181872391175,0.5941320293398533,0.3168,0.5612244897959183,0.879472284302742,0.940990583014179,-0.8487860220128391,0.48544666357021177,0.37137372026306903,0.0,0.7,-0.3333333333333333,1.5446476208953777,0.0,1.0
19521,0.6666666666666666,0.0,-1.0,-0.3333333333333333,-0.041641249558544965,-0.07417218543046358,0.9418472063854048,0.131811105345096,0.6899441340782123,0.7024448419797257,0.2555012224938875,0.1056,0.9285714285714286,-0.1470912703254823,0.5252785191717437,0.4538696157265922,0.8441709242916856,-0.2144127173638359,-0.4142135623730951,0.7,1.4444444444444444,-0.00630547606344279,1.0,1.0
