customer_id,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,latitude,longitude,age,hour_sin,hour_cos,years_education,years_since_first_transaction,lifetime_spend_techonology,has_loyalty_card,customer_gender
29930,1.0,1.0,0.0,0.5,-0.3752544451256898,0.32339449541284404,1.2141176470588235,0.5674443550549745,1.0296296296296297,1.2227822580645162,-0.2640791476407915,0.5829145728643216,1.6137724550898203,-0.20283745019172206,-0.7583091381554314,0.8959389847163847,-0.027101344068281324,-0.18301270189221924,-0.36602540378443876,-0.6,-0.42857142857142855,0.632947345422766,0,1
6813,-1.0,0.0,-1.0,0.5,-0.3328755364806867,0.39908256880733944,-0.8094117647058824,-0.6221507106462859,-0.24,-0.3377016129032258,-0.3599695585996956,-0.4321608040201005,-0.26047904191616766,1.8503492456483297,-0.3827115154068555,-0.18776054276532883,0.8553641743109175,-0.3535533905932735,-0.22474487139158936,0.0,0.2857142857142857,-0.6567620712256936,1,0
39451,1.0,1.0,-1.0,1.5,0.008117719190680564,1.30848623853211,1.2564705882352942,1.2743362831858407,0.6222222222222222,1.3004032258064515,0.4406392694063927,-0.6030150753768844,1.2125748502994012,-0.3423009605456575,1.1493839520165028,0.2815578012184436,-0.6001011900833717,-0.3535533905932735,-0.22474487139158936,-0.6,0.5714285714285714,0.3264146821061831,0,1
16415,0.0,0.0,0.0,1.0,1.6583936235438381,-0.21330275229357798,0.6588235294117647,-0.1469562885492089,0.11851851851851852,0.8175403225806451,0.632420091324201,-0.8442211055276382,0.7634730538922155,0.18541737688856555,1.1141827378986993,0.22040243944660332,0.150113288897688,-0.3535533905932735,-0.22474487139158936,1.4,0.42857142857142855,0.04216735853178938,1,0
22853,0.0,0.0,0.0,0.0,0.5511955855303495,1.8577981651376148,-0.15764705882352942,-0.13193885760257443,-1.334814814814815,-0.6381048387096774,-0.6750380517503806,0.20100502512562815,-0.3083832335329341,-0.4162174604724299,0.9054674913028433,-0.5331520783067591,0.6741019380100752,-0.7071067811865476,0.9999999999999996,1.4,0.2857142857142857,0.10334280096132838,1,1
994,0.0,0.0,0.0,-0.5,-0.07585530349478847,1.9954128440366972,-0.24705882352941178,-0.15446500402252614,-1.2948148148148149,-0.594758064516129,-0.6095890410958904,-0.36683417085427134,-0.36227544910179643,-0.3941458608074937,1.0654313537238123,-1.0302537061361274,0.13225103939813912,-0.3535533905932735,-0.22474487139158936,1.4,0.7142857142857143,-0.4957395674022285,1,1
28952,0.0,1.0,-1.0,0.0,-0.43377069282648684,-0.43922018348623854,-0.68,-0.6285867524805578,-0.3540740740740741,-0.33064516129032256,-0.5776255707762558,-0.6331658291457286,-0.6916167664670658,1.6389997840916242,-0.49222342730242447,0.6258279868845396,-0.7183616005631449,-0.3535533905932735,-0.22474487139158936,-0.6,-0.42857142857142855,-0.5429320515621586,1,1
11845,1.0,0.0,1.0,-0.5,-0.18955242182709994,-0.29701834862385323,-0.6164705882352941,-0.07937784928935371,-0.3896296296296296,-0.5342741935483871,-0.9322678843226788,-1.407035175879397,-0.23652694610778444,-0.058021111696110385,-0.0010529058029301222,0.016360792467833184,-0.7371037638311446,0.5000000000000003,0.0,-0.6,0.0,-0.3928337338868254,1,0
25774,0.0,0.0,-1.0,-0.5,1.9505334150827713,0.10321100917431193,-0.25882352941176473,1.0866183963529097,0.4162962962962963,1.6794354838709677,-0.2701674277016743,-0.135678391959799,-0.3502994011976048,-0.5231147059915523,0.8224507028483409,1.6520520895707478,-0.2687256648848413,0.353553390593274,-0.22474487139158922,0.0,0.14285714285714285,1.3961109897312651,1,0
11303,0.0,1.0,0.0,-0.5,0.39791538933169834,0.3761467889908257,0.18823529411764706,1.7441673370876911,0.8607407407407407,0.1975806451612903,0.01141552511415525,1.3266331658291457,1.2005988023952097,-0.24342463471392664,-0.002289939969961716,1.0461050523044442,0.5076222530192043,-0.18301270189221924,-0.36602540378443876,0.4,0.2857142857142857,0.6589469084553201,1,0
